SDS 2.3 RQ Results	1.2
Filename	123A.sdm
Assay Type	RQ Study
EmbeddedFile	B04-24322-A
Run DateTime	Mon Jun 01 12:19:04 GMT 2009
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
213	Analyzed	hsa-miR-425-4380926	b04-24322-A	Target	27.455	6.765		0.000	1.000	false	0/1	false				
214	Analyzed	hsa-miR-429-4373203	b04-24322-A	Target	25.019	4.329		0.000	1.000	false	0/1	false				
215	Analyzed	hsa-miR-431-4395173	b04-24322-A	Target	40.000	19.310				false	0/1	false				
216	Analyzed	hsa-miR-433-4373205	b04-24322-A	Target	40.000	19.310				false	0/1	false				
217	Analyzed	hsa-miR-448-4373206	b04-24322-A	Target	40.000	19.310				false	0/1	false				
218	Analyzed	hsa-miR-449a-4373207	b04-24322-A	Target	31.473	10.783		0.000	1.000	false	0/1	false				
219	Analyzed	hsa-miR-449b-4381011	b04-24322-A	Target	33.079	12.389		0.000	1.000	false	0/1	false				
220	Analyzed	hsa-miR-450a-4395414	b04-24322-A	Target	35.677	14.987		0.000	1.000	false	0/1	false				
221	Analyzed	hsa-miR-450b-3p-4395319	b04-24322-A	Target	40.000	19.310				false	0/1	false				
222	Analyzed	hsa-miR-450b-5p-4395318	b04-24322-A	Target	40.000	19.310				false	0/1	false				
223	Analyzed	hsa-miR-451-4373360	b04-24322-A	Target	29.020	8.330		0.000	1.000	false	0/1	false				
224	Analyzed	hsa-miR-452-4395440	b04-24322-A	Target	35.277	14.587		0.000	1.000	false	0/1	false				
225	Analyzed	hsa-miR-453-4395429	b04-24322-A	Target	40.000	19.310				false	0/1	false				
226	Analyzed	hsa-miR-454-4395434	b04-24322-A	Target	27.997	7.307		0.000	1.000	false	0/1	false				
227	Analyzed	hsa-miR-455-3p-4395355	b04-24322-A	Target	33.724	13.034		0.000	1.000	false	0/1	false				
228	Analyzed	hsa-miR-455-5p-4378098	b04-24322-A	Target	31.480	10.790		0.000	1.000	false	0/1	false				
229	Analyzed	hsa-miR-483-5p-4395449	b04-24322-A	Target	31.199	10.509		0.000	1.000	false	0/1	false				
230	Analyzed	hsa-miR-484-4381032	b04-24322-A	Target	25.426	4.736		0.000	1.000	false	0/1	false				
231	Analyzed	hsa-miR-485-3p-4378095	b04-24322-A	Target	34.446	13.755		0.000	1.000	false	0/1	false				
232	Analyzed	hsa-miR-485-5p-4373212	b04-24322-A	Target	40.000	19.310				false	0/1	false				
233	Analyzed	hsa-miR-486-3p-4395204	b04-24322-A	Target	37.281	16.591		0.000	1.000	false	0/1	false				
234	Analyzed	hsa-miR-486-5p-4378096	b04-24322-A	Target	31.253	10.563		0.000	1.000	false	0/1	false				
235	Analyzed	hsa-miR-487a-4378097	b04-24322-A	Target	37.224	16.534		0.000	1.000	false	0/1	false				
236	Analyzed	hsa-miR-487b-4378102	b04-24322-A	Target	33.559	12.869		0.000	1.000	false	0/1	false				
